,node_id pop_name max_mean_rate(Hz) preferred_angle OSI DSI Ave_Rate(Hz) firing_rate_sp,firing_rate_white_flash,firing_rate_black_flash,tfs,significant_tfs
225,225 e5Rbp4 6.273785029249346 102.39090479376064 0.2726175067530215 0.1008285471518961 3.23125 2.6,,,,
226,226 e5Rbp4 5.584500923995727 102.86319811840856 0.3505264880023936 0.1947102912294655 2.36875 1.975,,,,
227,227 e5Rbp4 4.865904225583542 97.81495975972696 0.1950307552560264 0.0819386610189955 2.9625 3.1499999999999995,,,,
228,228 e5Rbp4 4.757482017361092 93.31022458445972 0.3525478441354501 0.2261380960933637 1.81875 1.6,,,,
229,229 e5Rbp4 4.180873669732541 99.68729659471084 0.1946966993395825 0.0878768072411647 2.6 3.25,,,,
230,230 e5Rbp4 4.126955482544493 102.98247845236362 0.2226174252064293 0.1860022670297251 1.9 2.4999999999999996,,,,
231,231 e5Rbp4 15.774367139542589 97.60568583420732 0.1152848482304153 0.0337926180192531 12.44375 9.85,,,,
232,232 e5Rbp4 6.847067537368946 105.04307042400282 0.195458359839984 0.078516001662284 4.05 3.125,,,,
233,233 e5Rbp4 2.85  0.1869572150266475 0.0651016888219157 1.89375 1.025,,,,
234,234 e5Rbp4 13.77379147416432 106.45642061551705 0.2784872463105235 0.0888850855555564 6.7125 4.3,26.24,17.88,32.0,False
235,235 e5Rbp4 5.152700706265645 103.79948093604396 0.201370176018612 0.1283875393306805 2.7625 2.625,,,,
236,236 e5Rbp4 7.339766854436314 101.40165514364416 0.2981455767452002 0.0839592445572866 3.64375 3.175,,,,
237,237 e5Rbp4 4.13625776707637 98.26558240996238 0.1421471214594473 0.0455931821575402 2.90625 2.2750000000000004,,,,
238,238 e5Rbp4 5.295041000956564 97.87589459695036 0.2778979202099024 0.1229048511056151 2.3687500000000004 2.425,,,,
239,239 e5Rbp4 4.757048870517613 101.61324839857195 0.3046344907080074 0.1037975647647401 2.35 3.725,,,,
240,240 e5Rbp4 5.642685327585508 100.5082368198307 0.2772355453902317 0.0824925337135002 3.10625 1.7500000000000002,,,,
241,241 e5Rbp4 12.81175315895688 104.99163929165783 0.3037807771528804 0.1251261996536108 6.6125 6.975,,,,
242,242 e5Rbp4 6.916135224621788 102.03392986515124 0.2916129199819621 0.1186703423122147 3.2875 3.0250000000000004,,,,
243,243 e5Rbp4 24.21153736537427 101.30149025490388 0.0654168206983711 0.0347285851767004 19.4125 13.575,30.4,19.64,31.5,False
244,244 e5Rbp4 13.4  0.0965547810221944 0.0479236678851228 10.68125 9.625000000000002,,,,
245,245 e5Rbp4 4.8  0.2073484948087691 0.096297671995021 2.88125 2.325,,,,
246,246 e5Rbp4 21.27532868913547 106.15270990073212 0.1745852062730282 0.0797468506437237 14.00625 11.200000000000001,,,,
247,247 e5Rbp4 12.17804705641414 109.83564986826312 0.4012156345805107 0.167506543852666 4.843749999999999 3.1999999999999997,,,,
248,248 e5Rbp4 9.15  0.3148431653458351 0.1395145811973139 5.137499999999999 5.775,,,,
249,249 e5Rbp4 6.3  0.1530525216141847 0.0737964455120596 4.41875 2.6499999999999995,,,,
250,250 e5Rbp4 15.55  0.1920610636132824 0.072430787168746 10.775 9.425,,,,
251,251 e5Rbp4 2.6  0.220510228175943 0.0466894949231386 1.74375 1.0,,,,
252,252 e5Rbp4 5.996299265709426 105.53618052163536 0.3381788342582412 0.1196259072929502 2.8562500000000006 1.7000000000000002,,,,
253,253 e5Rbp4 15.219832160351515 106.96902534697416 0.3415823861800716 0.1534442935494737 6.425 5.725,,,,
254,254 e5Rbp4 4.172505366212171 103.73803219262484 0.2385878983436499 0.1049589838245159 2.5187500000000003 2.475,,,,
255,255 e5Rbp4 3.65  0.1961784458811555 0.1273777387722857 2.23125 1.9249999999999998,,,,
256,256 e5Rbp4 3.3  0.2454076475882723 0.1042242332262769 2.125 3.3000000000000003,,,,
257,257 e5Rbp4 6.8  0.2018975329224326 0.0953925036872775 4.1937500000000005 3.5,,,,
258,258 e5Rbp4 4.0  0.2226569766442772 0.1369117125412901 2.4625 2.2249999999999996,,,,
259,259 e5Rbp4 5.35  0.1170162010356306 0.0330600618174699 4.28125 3.0749999999999997,,,,
260,260 e5Rbp4 3.4  0.2082729471996068 0.1401167935100899 2.0375 2.975,,,,
261,261 e5Rbp4 4.55  0.163015920894551 0.1043876007806884 3.11875 2.875,,,,
262,262 e5Rbp4 5.6  0.1908380896494388 0.0905581581564058 3.6062499999999993 4.1000000000000005,,,,
263,263 e5Rbp4 8.0  0.2124811219106865 0.0934716928788277 5.39375 5.55,,,,
264,264 e5Rbp4 7.25  0.3431996145637821 0.122315080894874 4.08125 3.175,,,,
265,265 e5Rbp4 16.5  0.2886129067729083 0.1073398379483703 9.65625 8.175,,,,
266,266 e5Rbp4 15.04712403633988 117.88159078527303 0.3391444242814878 0.1404531511189752 7.556249999999999 7.1499999999999995,,,,
267,267 e5Rbp4 4.8  0.1480938562292809 0.104220716115085 3.2875000000000005 2.1500000000000004,,,,
268,268 e5Rbp4 4.85  0.1682337042153267 0.0789288026062693 3.2625 2.2,,,,
269,269 e5Rbp4 4.55  0.2682880027771216 0.1445017658378159 2.45625 1.625,,,,
270,270 e5Rbp4 5.071636144048507 121.16379017441372 0.1861313868613139 0.0560390766719172 3.425 2.525,,,,
271,271 e5Rbp4 4.95  0.1385611529050953 0.0579531600821013 3.65 4.075,,,,
272,272 e5Rbp4 3.8  0.1685484934287049 0.0972418845026769 2.675 2.375,,,,
273,273 e5Rbp4 11.0260175166264 120.06001351399271 0.3421361678453526 0.0850692942084951 5.43125 4.05,12.239999999999998,6.92,90.5,True
274,274 e5Rbp4 4.9  0.2208170012339453 0.1288493197825423 2.94375 2.025,,,,
275,275 e5Rbp4 9.80307733291933 120.85228554245997 0.148877067302728 0.0754491969832034 6.6875 6.500000000000001,,,,
276,276 e5Rbp4 29.631859679546864 118.55013928931358 0.1107856416823454 0.0423771124473227 22.3125 19.049999999999997,,,,
277,277 e5Rbp4 3.3  0.1940298507462686 0.095912299691981 2.09375 1.5250000000000001,,,,
278,278 e5Rbp4 5.869680379889084 126.75964093085538 0.3921256176278209 0.1749808108404502 2.5 3.0,,,,
279,279 e5Rbp4 13.266509316975643 140.32677189452852 0.0169860300034571 0.0173005325309151 12.4125 10.75,,,,
280,280 e5Rbp4 5.6650640883824215 121.02743449494578 0.2447543663119233 0.1617373395967102 3.10625 2.85,,,,
281,281 e5Rbp4 10.578528155336212 122.5368190656866 0.3333428985465678 0.1228512323667537 4.95 3.2249999999999996,,,,
282,282 e5Rbp4 3.566574340987387 125.9573472057743 0.2308180045638986 0.119279901666965 1.94375 3.25,,,,
283,283 e5Rbp4 14.15705979858996 125.70507454122 0.3609729950435955 0.141217651119041 6.275 6.025,,,,
284,284 e5Rbp4 3.690818929298296 126.99070849609856 0.1792698148454888 0.0868118404631101 2.13125 1.8750000000000002,,,,
285,285 e5Rbp4 11.466574219054422 129.74510400742756 0.0382372132660043 0.0312131460244095 9.59375 9.15,,,,
286,286 e5Rbp4 4.3  0.156013710223742 0.0539596489734482 3.0 2.8000000000000003,,,,
287,287 e5Rbp4 28.62719730706776 127.553900568864 0.0871480606188535 0.0419975466344865 22.39375 20.425,,,,
288,288 e5Rbp4 8.077918009177727 130.77964465540273 0.1791561028281588 0.1121285008226348 4.93125 3.6,,,,
289,289 e5Rbp4 12.85864956531649 120.8014053602319 0.4168352455058425 0.1265443727317101 5.23125 5.6,,,,
290,290 e5Rbp4 3.05  0.2389419663357864 0.1030576005580351 1.825 1.6249999999999998,,,,
291,291 e5Rbp4 4.888760095583757 125.02450499653592 0.1221204733474461 0.0522299606409987 3.31875 2.5,,,,
292,292 e5Rbp4 5.187697771778868 123.84689916708382 0.1422777182859959 0.077451662410156 3.04375 2.5500000000000003,,,,
293,293 e5Rbp4 4.482620367768298 132.97103565890464 0.2576984591466891 0.0879013948568206 2.43125 2.4,,,,
294,294 e5Rbp4 5.782310670471903 125.37150925608388 0.1644454444007808 0.0933796250813851 3.4875 3.0,,,,
295,295 e5Rbp4 5.049133576641968 126.9933950649615 0.2112753780907973 0.1161360405393849 2.70625 2.85,,,,
296,296 e5Rbp4 4.536076882988397 126.21806763545734 0.1921572916827177 0.0929989973748739 2.4625 3.6,,,,
297,297 e5Rbp4 33.03935890474413 129.99749559779931 0.0139490808279336 0.0111366980270435 31.3 29.9,,,,
298,298 e5Rbp4 6.643376845421964 127.88782701303138 0.298716797891665 0.1566250025130204 3.0500000000000003 3.525,,,,
299,299 e5Rbp4 3.7612867941889943 134.05267315302635 0.1266861583443486 0.0379514958097136 2.8125000000000004 2.9,,,,
300,300 e5Rbp4 8.777408935278226 134.0797520229274 0.2874123210868067 0.1274027423073554 4.525 4.3,,,,
301,301 e5Rbp4 3.7062707145454623 136.21926415156238 0.1430229115274151 0.0458343130112391 2.5875 2.3,,,,
302,302 e5Rbp4 20.210638727218363 138.44239554928998 0.0757554072772779 0.0295966514816987 16.6 14.124999999999998,,,,
303,303 e5Rbp4 3.975966991600202 135.5439981699789 0.2312312312312311 0.1606684422036284 2.0812500000000003 2.525,,,,
304,304 e5Rbp4 7.029911106952971 133.64471605197403 0.1714014573396716 0.1164906672447155 4.23125 3.425,,,,
305,305 e5Rbp4 8.185447115588033 129.77589376050537 0.4068366633185733 0.1405993745826043 3.525 2.1,,,,
306,306 e5Rbp4 8.354486660644962 132.68350856012756 0.2729022535328435 0.1055699636852605 4.44375 4.1,,,,
307,307 e5Rbp4 6.053673399794049 136.60105794651406 0.2652517138510071 0.1095161736931366 3.0874999999999995 3.025,,,,
308,308 e5Rbp4 13.819066069770264 143.4690600549045 0.0875124180177209 0.0301325362764132 11.33125 11.274999999999999,,,,
309,309 e5Rbp4 7.176285842859862 130.83981240294844 0.2288676161531717 0.0759123097298527 4.2875000000000005 3.6750000000000007,,,,
310,310 e5Rbp4 26.673970778838008 125.06659392416384 0.0293107697274946 0.0164291810873098 23.8 19.699999999999996,30.64,24.479999999999997,25.0,False
311,311 e5Rbp4 3.720943731238637 137.40843209110824 0.1064531738567249 0.0460367265019887 2.7750000000000004 2.025,,,,
312,312 e5Rbp4 13.79456900468726 128.29285172252258 0.0950014250320632 0.0391094615276502 10.3875 10.125,,,,
313,313 e5Rbp4 4.072590565241314 128.7030490886636 0.2132149194338487 0.0799985501303972 2.48125 1.625,,,,
314,314 e5Rbp4 6.801698669947993 135.51298274536913 0.1943270268365986 0.1381112939407545 3.5875 2.8249999999999997,,,,
315,315 e5Rbp4 6.6779388156646045 135.07257884158125 0.1676300578034681 0.0599936110910258 4.325 4.05,,,,
316,316 e5Rbp4 4.781009033448418 131.72384925954165 0.1725329939921164 0.0758864507689979 2.98125 2.95,,,,
317,317 e5Rbp4 4.9778431989970535 131.08827824201828 0.2310605363570773 0.1568179940668568 2.50625 3.3,,,,
318,318 e5Rbp4 3.80341342477092 140.58384670545985 0.1526609271987297 0.0621703265029258 2.51875 1.8,,,,
319,319 e5Rbp4 4.632665347440927 142.11963577427085 0.1935881466164624 0.0679488717270385 2.8750000000000004 3.1,,,,
320,320 e5Rbp4 4.629699633353527 132.2332918497534 0.1559629022731683 0.086788517618872 3.04375 2.175,,,,
321,321 e5Rbp4 7.206179176673258 141.20917939680925 0.1944605812885081 0.1377715270108258 3.55 2.95,,,,
322,322 e5Rbp4 4.0390356908480864 139.23199327807035 0.1919743617843873 0.100039783487425 2.55625 2.475,,,,
323,323 e5Rbp4 21.786762552290988 142.86300224980727 0.1745052407516856 0.0738783098989598 14.0375 12.625000000000002,15.8,7.44,53.0,True
324,324 e5Rbp4 3.822181476096661 144.73996211478814 0.1343000799686724 0.0630818771682337 2.8000000000000003 2.825,,,,
325,325 e5Rbp4 4.087965815861829 135.10075871881034 0.1847154155481491 0.1092768313717888 2.36875 2.1750000000000003,,,,
326,326 e5Rbp4 21.85606872245263 136.51475036087857 0.1143708829911902 0.0523282572734584 15.86875 13.75,,,,
327,327 e5Rbp4 11.993307330739963 137.3340596411898 0.2499451104786942 0.1270196508588774 6.424999999999999 7.624999999999999,,,,
328,328 e5Rbp4 5.503671029885881 138.84058465631497 0.1750759192562739 0.1063336093819452 3.375 3.6249999999999996,,,,
329,329 e5Rbp4 7.507720871641971 140.3269268687747 0.204074060630503 0.0937252165650786 4.6875 5.2749999999999995,,,,
330,330 e5Rbp4 7.257080628269382 137.7764287110713 0.2089534582786041 0.0801154228669996 4.6125 3.325,,,,
331,331 e5Rbp4 4.347645993081183 136.59892894173868 0.1326506706388517 0.0742221068866323 3.0187500000000003 3.25,,,,
332,332 e5Rbp4 15.785583074570663 145.88590025146138 0.2937029755170584 0.0912780839770628 8.33125 8.474999999999998,,,,
333,333 e5Rbp4 4.277806628403207 149.30880571756904 0.1410799206824766 0.0465937521239522 2.95625 3.7,,,,
334,334 e5Rbp4 5.379837608328464 134.8593101821518 0.2092652064007812 0.1001830323492458 3.10625 3.4000000000000004,,,,
335,335 e5Rbp4 3.347315354221204 137.96648777946035 0.1735857218262879 0.0798301333111776 2.14375 2.25,,,,
336,336 e5Rbp4 23.6  0.0255681818181818 0.0183557725190428 22.0 21.2,,,,
337,337 e5Rbp4 10.90878191080192 145.99958760446538 0.0937070188405823 0.0407816645676716 8.425 8.899999999999999,,,,
338,338 e5Rbp4 5.416006157813757 136.41294439346112 0.0870048175061079 0.0221303718038289 4.3125 3.925,,,,
339,339 e5Rbp4 3.343534072154569 142.94632440787322 0.2379693570846973 0.1608987521526085 1.6437499999999998 2.325,,,,
340,340 e5Rbp4 4.860740213529778 153.8627219302349 0.1454712730087405 0.0845367009967891 2.76875 2.1500000000000004,,,,
341,341 e5Rbp4 4.952115003038423 140.30641746147586 0.240150498776827 0.1256478831478639 2.61875 2.6999999999999997,,,,
342,342 e5Rbp4 3.8323384430470337 150.36876774640808 0.1871122022735808 0.1035280958107498 2.2 2.525,,,,
343,343 e5Rbp4 4.13762175424119 144.82854052626467 0.1927288312102386 0.0888626940170429 2.6875 3.1249999999999996,,,,
344,344 e5Rbp4 3.7678017789224634 145.35012606128325 0.2242424242424241 0.096616227933439 2.0625 2.275,,,,
345,345 e5Rbp4 3.857946239405335 142.77676130941396 0.1910852944073874 0.0601642076444234 2.49375 2.3000000000000003,,,,
346,346 e5Rbp4 5.608576970017517 139.32966196264755 0.1341705050166279 0.0171459048257325 4.14375 2.7249999999999996,,,,
347,347 e5Rbp4 4.746689781402759 142.13872564241558 0.2007545253599102 0.1261616658593134 2.8062500000000004 3.4000000000000004,,,,
348,348 e5Rbp4 2.9470816131438857 151.6229517390492 0.1911775677863022 0.1412706520845869 1.74375 2.6500000000000004,,,,
349,349 e5Rbp4 14.428381688213046 146.02353322599572 0.2487828673547223 0.0938911417507293 8.0625 7.425,,,,
350,350 e5Rbp4 3.5592175667508283 150.38048349231505 0.1579558284357013 0.0764910900229511 2.2062500000000003 2.675,,,,
351,351 e5Rbp4 5.098888942562082 147.58951601387463 0.1738622612528459 0.1021563118262722 2.93125 2.675,,,,
352,352 e5Rbp4 5.32890012206118 154.612168018704 0.193978053346075 0.0992539850208124 2.68125 2.8,,,,
353,353 e5Rbp4 5.633228350622361 151.83527718592677 0.3202635220687153 0.1948917416034158 2.5500000000000003 2.3750000000000004,,,,
354,354 e5Rbp4 14.1678484306898 148.59896180335951 0.3790777751011471 0.1556677565000549 6.19375 7.4,,,,
355,355 e5Rbp4 2.965176700199556 152.62024031927652 0.1783484970852326 0.0733453093207417 2.0125 2.55,,,,
356,356 e5Rbp4 5.033654696761331 148.4879134742116 0.1549946628075626 0.0674874006935784 3.19375 3.5,,,,
357,357 e5Rbp4 4.811175221627561 150.40538168809266 0.1589874470209811 0.0812394880926571 2.85 4.325,,,,
358,358 e5Rbp4 6.47731403687692 155.0632591744668 0.2227731571395357 0.1026597733845874 3.48125 3.6999999999999997,,,,
359,359 e5Rbp4 12.61240015561568 154.51517659723774 0.272039647542763 0.1036969085387586 5.7875 6.7,,,,
360,360 e5Rbp4 3.919508937270986 160.18975965426424 0.1144444240452647 0.0224934237962134 3.1750000000000007 1.975,,,,
361,361 e5Rbp4 4.480127383136892 157.6653649351154 0.1801898885345731 0.0681026170684322 2.91875 4.575,,,,
362,362 e5Rbp4 8.780634200498191 150.83282553386064 0.2066446406400979 0.066645264335124 5.36875 5.425,,,,
363,363 e5Rbp4 4.34740578654666 148.7672762441219 0.127989943912603 0.0496996223119178 2.9562500000000003 3.3249999999999997,,,,
364,364 e5Rbp4 14.129654270233235 159.8344980623059 0.0902422823907836 0.0620766399594383 10.4875 10.674999999999999,,,,
365,365 e5Rbp4 5.850480935141398 155.8559615548387 0.1415484719485627 0.0228977652002311 3.73125 4.2,,,,
366,366 e5Rbp4 5.3164512652376255 158.15316684496713 0.0945371352996363 0.0647825053853 3.53125 3.6,,,,
367,367 e5Rbp4 27.50946485744099 154.82423778062798 0.0122888317671513 0.015549942572641 27.69375 24.5,,,,
368,368 e5Rbp4 3.954057929003355 153.87143269535855 0.1598173515981734 0.0808949422547886 2.7375 2.275,,,,
369,369 e5Rbp4 7.272036637858882 154.1936239305081 0.1812377585135186 0.0778420611432533 3.9125 3.3500000000000005,,,,
370,370 e5Rbp4 4.589310135015668 164.12983889251325 0.1396539807054908 0.0597583329557503 3.23125 3.3249999999999997,,,,
371,371 e5Rbp4 16.94187260224693 155.505413524185 0.0785966339889983 0.0311511129783166 12.375 10.025,,,,
372,372 e5Rbp4 3.928511823224533 162.90626207345224 0.1168470656829444 0.0425375304949653 2.9375 2.875,,,,
373,373 e5Rbp4 7.313870734180531 162.86397145331588 0.2740751161097761 0.1312138136962944 3.69375 4.8,,,,
374,374 e5Rbp4 11.857814083598456 160.5075024198304 0.1566617066073667 0.0615927463052346 7.300000000000001 7.824999999999999,,,,
375,375 e5Rbp4 3.784903807607845 161.0392953731634 0.1717871835338574 0.0823685608776074 2.56875 3.9499999999999997,,,,
376,376 e5Rbp4 3.522454933064422 169.69912573232213 0.1566834266301179 0.0603607821598626 2.4 1.55,,,,
377,377 e5Rbp4 3.791312832304055 161.9533508062882 0.1548216853457812 0.0488924293030273 2.8750000000000004 2.75,,,,
378,378 e5Rbp4 5.370265765902255 163.94398775636654 0.1732842268194648 0.0566475912750133 3.60625 4.5,,,,
379,379 e5Rbp4 3.5389985671401822 167.1405844677694 0.1803848366554088 0.0744721787969051 2.2625 3.3500000000000005,,,,
380,380 e5Rbp4 6.369318830622507 159.11977716981855 0.1316054296510242 0.0758236775749402 3.73125 3.6,,,,
381,381 e5Rbp4 4.047948394606749 168.46211175963853 0.1074806688327567 0.0308038257950879 3.1 2.65,,,,
382,382 e5Rbp4 9.892671740162992 163.07225441403114 0.2520123783912365 0.1502275563650219 4.99375 4.425,,,,
383,383 e5Rbp4 5.653127379934661 168.30978670241095 0.2272142107744466 0.1214346424041883 3.1875 2.75,,,,
384,384 e5Rbp4 5.647181194214312 171.5542861166053 0.2066310963761121 0.1326318445194015 3.1 4.300000000000001,,,,
385,385 e5Rbp4 6.9297275300014345 168.65497628344107 0.1911892830935326 0.0534746279778634 4.2250000000000005 5.449999999999999,,,,
386,386 e5Rbp4 4.137305251628888 161.96960160358293 0.1288410250164865 0.0325600078581428 3.23125 2.075,,,,
387,387 e5Rbp4 3.332003306330447 166.67908466123365 0.1425397996821191 0.0670617928994306 2.275 2.5,,,,
388,388 e5Rbp4 5.239425196045517 167.11212378596332 0.1748827571370376 0.0592169431669923 3.325 4.0,,,,
389,389 e5Rbp4 4.537614764892817 157.75057548783516 0.1549825956978717 0.065132858239356 2.5812500000000003 2.475,,,,
390,390 e5Rbp4 5.011847947573432 169.45337892115217 0.2608082236371667 0.050071994140113 2.85 2.75,,,,
391,391 e5Rbp4 16.013394770559845 164.1637468415014 0.0895433740622622 0.0527683988400503 12.449999999999998 11.424999999999999,,,,
392,392 e5Rbp4 17.125798711087693 167.8910967534814 0.1989791702638437 0.1052457847252795 10.3 11.825,,,,
393,393 e5Rbp4 2.7373545480466883 163.9889630655566 0.1267656342035241 0.0279847485858448 2.10625 2.875,,,,
394,394 e5Rbp4 4.294228573537225 171.24143452680192 0.1438888808089288 0.0485696878648321 2.9125 3.0,,,,
395,395 e5Rbp4 5.134214243463831 172.8290495260945 0.2000212779701417 0.0608896059971576 3.2062500000000003 2.5749999999999993,,,,
396,396 e5Rbp4 3.20407723446058 175.0066432159805 0.1507454862095046 0.1362756139846624 1.8625000000000005 1.9749999999999999,,,,
397,397 e5Rbp4 3.2497283478613563 181.23470543495344 0.1808792157466905 0.0619605962920754 2.2125000000000004 2.025,,,,
398,398 e5Rbp4 7.94957218473436 170.57991229664913 0.3407583738001497 0.1499201434888303 3.7125 4.4750000000000005,,,,
399,399 e5Rbp4 5.812437284679752 181.21417136689223 0.2726571269859056 0.1788740065867592 2.73125 3.225,,,,
400,400 e5Rbp4 7.418336306460759 170.06755289501103 0.1808981952361402 0.0316737830003734 5.16875 5.0249999999999995,,,,
401,401 e5Rbp4 4.8304026712319015 170.14640535601757 0.1897890244579319 0.0831510349264977 2.64375 3.3,,,,
402,402 e5Rbp4 4.591934166975795 174.59944198499136 0.2084026025186714 0.0449210857352975 2.9937499999999995 3.75,,,,
403,403 e5Rbp4 3.0198301885177354 181.57509018990737 0.1808423173329971 0.0515227279254705 2.04375 1.925,,,,
404,404 e5Rbp4 6.755500303514868 178.42897758416433 0.3046859457984395 0.1597272259861726 3.1875 2.875,,,,
405,405 e5Rbp4 10.4105643318592 170.55818794728748 0.1673886239145767 0.108864030116615 6.4 7.3999999999999995,,,,
406,406 e5Rbp4 3.662588759272431 176.21493108925463 0.1462638093030407 0.0315859144565658 2.58125 2.75,,,,
407,407 e5Rbp4 5.14063238093928 178.67082238462703 0.1529993593866639 0.0790193415863413 3.4062500000000004 4.65,,,,
408,408 e5Rbp4 8.057167555843598 175.20727768510963 0.2514392507636575 0.1273054570693246 4.1937500000000005 3.175,,,,
409,409 e5Rbp4 3.9405155870423343 185.02408839745425 0.1370893226054886 0.0606896509622061 2.8562500000000006 2.4250000000000003,,,,
